book_id,count,tag_id,tag_name
26,22,14,fiction
26,24,28,adventure
27,12,9,contemporary
27,13,29,book_club
27,40,7,comedy
27,61,3,biography
27,362,33,non-fiction
27,32,16,historical
27,16,14,fiction
27,24,28,adventure
27,22,2,adult
28,27,29,book_club
28,90,7,comedy
28,107,3,biography
28,653,33,non-fiction
28,27,28,adventure
28,32,9,contemporary
28,34,2,adult
28,48,14,fiction
28,51,16,historical
29,9,7,comedy
29,12,14,fiction
29,12,9,contemporary
29,26,2,adult
29,28,16,historical
29,167,33,non-fiction
29,18,29,book_club
30,9,1,action
30,9,21,paranormal
30,10,5,childrens
30,7,26,war
30,28,22,sci-fi
30,39,19,magic
30,42,13,fantasy
30,44,6,classics
30,92,28,adventure
30,322,14,fiction
30,15,2,adult
30,15,24,young-adult
30,18,30,childhood
33,89,2,adult
33,56,26,war
33,68,24,young-adult
33,104,30,childhood
33,290,14,fiction
33,292,13,fantasy
33,566,22,sci-fi
33,597,28,adventure
33,791,6,classics
33,196,19,magic
34,201,30,childhood
34,178,24,young-adult
34,114,26,war
34,581,14,fiction
34,638,19,magic
34,1223,22,sci-fi
34,1555,28,adventure
34,1686,6,classics
34,31618,13,fantasy
34,310,2,adult
36,1,34,science
36,7,33,non-fiction
36,15,14,fiction
36,104,13,fantasy
36,4,2,adult
36,2,22,sci-fi
36,2,24,young-adult
36,4,26,war
50,46,24,young-adult
50,48,14,fiction
50,76,9,contemporary
50,79,26,war
50,44,1,action
50,326,5,childrens
50,451,30,childhood
50,472,32,school
50,735,6,classics
50,934,28,adventure
50,131,8,coming-of-age
67,17,2,adult
67,17,14,fiction
67,13,6,classics
67,97,16,historical
67,70,29,book_club
67,23,9,contemporary
93,32,14,fiction
93,43,28,adventure
93,18,29,book_club
93,27,15,friendship
93,24,8,coming-of-age
93,26,32,school
93,325,26,war
93,109,24,young-adult
93,204,5,childrens
93,233,16,historical
93,386,30,childhood
93,573,6,classics
93,48,12,family
98,3,5,childrens
98,27,12,family
98,65,33,non-fiction
98,11,2,adult
105,10,2,adult
105,14,14,fiction
105,7,23,philosphy
105,45,13,fantasy
105,65,6,classics
105,67,22,sci-fi
105,35,34,science
105,24,28,adventure
106,25,23,philosphy
106,28,28,adventure
106,19,2,adult
106,1080,14,fiction
106,80,34,science
106,83,22,sci-fi
106,95,13,fantasy
106,155,6,classics
112,24,28,adventure
112,23,13,fantasy
112,25,23,philosphy
112,16,2,adult
112,2762,22,sci-fi
112,73,34,science
112,110,6,classics
112,887,14,fiction
117,15,23,philosphy
117,15,6,classics
117,6,13,fantasy
117,7,2,adult
117,16,14,fiction
117,48,34,science
117,74,22,sci-fi
117,18,28,adventure
119,1,34,science
119,1,24,young-adult
119,5,6,classics
119,5,22,sci-fi
119,10,14,fiction
119,11,33,non-fiction
119,89,13,fantasy
119,2,2,adult
122,14,14,fiction
122,18,33,non-fiction
122,17,28,adventure
122,19,32,school
122,20,26,war
122,50,29,book_club
122,68,16,historical
122,86,8,coming-of-age
122,126,6,classics
122,37,11,drama
122,27,24,young-adult
122,29,9,contemporary
122,33,2,adult
231,5,29,book_club
231,5,18,romance
231,6,32,school
231,6,27,women
231,5,24,young-adult
231,16,26,war
231,18,14,fiction
231,43,9,contemporary
231,33,8,coming-of-age
231,16,2,adult
231,9,11,drama
249,18,29,book_club
249,12,11,drama
249,31,2,adult
249,34,14,fiction
249,53,6,classics
249,21,9,contemporary
249,24,33,non-fiction
249,24,18,romance
250,6,11,drama
250,6,2,adult
250,6,3,biography
250,7,18,romance
250,5,14,fiction
250,150,6,classics
250,10,33,non-fiction
250,11,9,contemporary
264,20,14,fiction
264,22,32,school
264,93,18,romance
264,116,16,historical
264,391,6,classics
264,27,2,adult
264,59,29,book_club
275,19,2,adult
275,20,3,biography
275,21,8,coming-of-age
275,22,33,non-fiction
275,12,9,contemporary
275,13,11,drama
275,45,6,classics
275,65,14,fiction
275,81,16,historical
275,155,18,romance
275,25,29,book_club
275,25,32,school
275,33,27,women
291,3,18,romance
291,8,33,non-fiction
291,32,23,philosphy
291,36,6,classics
291,38,14,fiction
291,4,13,fantasy
291,6,11,drama
295,50,14,fiction
295,52,1,action
295,54,16,historical
295,57,26,war
295,47,25,thriller
295,109,29,book_club
295,304,5,childrens
295,412,13,fantasy
295,1655,6,classics
295,1887,28,adventure
295,250,30,childhood
295,170,32,school
295,187,24,young-adult
304,10,2,adult
304,6,27,women
304,12,32,school
304,45,18,romance
304,46,14,fiction
304,56,16,historical
304,122,6,classics
320,114,18,romance
320,106,11,drama
320,122,32,school
320,128,9,contemporary
320,101,29,book_club
320,80,12,family
320,318,14,fiction
320,920,6,classics
320,153,16,historical
320,176,2,adult
343,71,29,book_club
343,74,9,contemporary
343,42,14,fiction
343,45,25,thriller
343,310,13,fantasy
343,474,16,historical
343,516,10,crime
343,554,20,mystery
343,888,17,horror
343,1307,6,classics
343,92,2,adult
343,110,11,drama
343,137,32,school
348,6,26,war
348,5,24,young-adult
348,8,29,book_club
348,4,18,romance
348,26,22,sci-fi
348,27,34,science
348,29,6,classics
348,204,14,fiction
348,39,13,fantasy
348,18,28,adventure
350,52,13,fantasy
350,32,2,adult
350,4665,22,sci-fi
350,136,23,philosphy
350,144,14,fiction
350,914,6,classics
350,125,34,science
350,75,29,book_club
353,7,13,fantasy
353,5,14,fiction
353,25,34,science
353,31,22,sci-fi
353,33,6,classics
353,10,28,adventure
353,11,18,romance
355,4,23,philosphy
355,5,18,romance
355,4,6,classics
355,6,7,comedy
355,3,13,fantasy
355,18,28,adventure
355,20,22,sci-fi
355,240,14,fiction
355,15,34,science
357,19,21,paranormal
357,22,9,contemporary
357,22,28,adventure
357,25,13,fantasy
357,25,2,adult
357,26,14,fiction
357,26,6,classics
357,17,20,mystery
357,83,22,sci-fi
357,113,7,comedy
357,76,31,detective
357,44,10,crime
357,46,34,science
359,9,2,adult
359,9,23,philosphy
359,10,13,fantasy
359,10,28,adventure
359,11,14,fiction
359,7,6,classics
359,44,34,science
359,49,7,comedy
359,49,33,non-fiction
359,51,22,sci-fi
359,36,20,mystery
359,30,3,biography
360,23,26,war
360,36,13,fantasy
360,30,6,classics
360,32,2,adult
360,23,14,fiction
360,105,28,adventure
360,151,7,comedy
360,241,22,sci-fi
360,60,34,science
365,29,2,adult
365,27,14,fiction
365,32,28,adventure
365,35,20,mystery
365,37,13,fantasy
365,22,9,contemporary
365,21,21,paranormal
365,37,6,classics
365,100,22,sci-fi
365,118,7,comedy
365,93,10,crime
365,41,31,detective
365,42,29,book_club
365,68,34,science
378,59,26,war
378,52,22,sci-fi
378,61,13,fantasy
378,40,19,magic
378,41,7,comedy
378,301,5,childrens
378,315,28,adventure
378,325,6,classics
378,437,24,young-adult
378,1777,14,fiction
378,512,30,childhood
378,107,29,book_club
378,160,32,school
386,4,29,book_club
386,4,7,comedy
386,31,3,biography
386,56,14,fiction
386,99,33,non-fiction
386,8,12,family
386,5,2,adult
386,5,32,school
386,6,9,contemporary
400,7,32,school
400,8,29,book_club
400,8,14,fiction
400,5,25,thriller
400,5,3,biography
400,5,33,non-fiction
400,22,16,historical
400,30,9,contemporary
400,11,10,crime
400,18,6,classics
415,22,34,science
415,20,13,fantasy
415,20,7,comedy
415,23,14,fiction
415,18,29,book_club
415,16,23,philosphy
415,30,22,sci-fi
415,79,6,classics
415,115,26,war
415,168,16,historical
415,37,9,contemporary
424,11,9,contemporary
424,9,14,fiction
424,10,23,philosphy
424,10,2,adult
424,43,29,book_club
424,96,6,classics
424,105,16,historical
424,246,33,non-fiction
424,17,32,school
424,28,3,biography
424,29,27,women
428,8,32,school
428,10,14,fiction
428,11,29,book_club
428,8,33,non-fiction
428,12,16,historical
428,35,2,adult
428,50,9,contemporary
428,123,6,classics
428,25,27,women
431,19,2,adult
431,18,14,fiction
431,20,20,mystery
431,15,6,classics
431,37,31,detective
431,89,10,crime
431,141,9,contemporary
431,32,25,thriller
431,27,29,book_club
432,5,14,fiction
432,6,23,philosphy
432,6,20,mystery
432,6,6,classics
432,4,10,crime
432,4,25,thriller
432,4,2,adult
432,17,9,contemporary
432,17,32,school
432,10,31,detective
446,5,7,comedy
446,4,14,fiction
446,4,2,adult
446,4,18,romance
446,4,6,classics
446,19,29,book_club
446,33,9,contemporary
446,10,11,drama
446,11,12,family
447,5,18,romance
447,18,9,contemporary
447,27,14,fiction
447,6,29,book_club
447,6,2,adult
447,8,11,drama
449,4,14,fiction
449,4,11,drama
449,4,32,school
449,4,23,philosphy
449,5,6,classics
449,3,28,adventure
449,27,9,contemporary
449,7,2,adult
449,10,29,book_club
456,3,32,school
456,3,15,friendship
456,3,18,romance
456,4,29,book_club
456,4,23,philosphy
456,4,2,adult
456,14,20,mystery
456,22,14,fiction
456,33,9,contemporary
456,4,11,drama
456,5,25,thriller
456,7,10,crime
475,12,32,school
475,16,23,philosphy
475,61,16,historical
475,222,34,science
475,230,33,non-fiction
475,17,29,book_club
597,32,14,fiction
597,37,3,biography
597,14,9,contemporary
597,85,7,comedy
597,163,33,non-fiction
597,12,2,adult
597,7,16,historical
599,9,32,school
599,8,34,science
599,38,2,adult
599,38,9,contemporary
599,42,7,comedy
599,45,14,fiction
599,38,29,book_club
599,544,33,non-fiction
599,16,3,biography
599,18,16,historical
599,29,23,philosphy
621,2,29,book_club
621,49,33,non-fiction
621,3,32,school
629,38,2,adult
629,25,14,fiction
629,27,12,family
629,28,32,school
629,27,18,romance
629,441,33,non-fiction
629,494,6,classics
629,2932,23,philosphy
629,45,28,adventure
629,47,9,contemporary
629,115,3,biography
629,90,29,book_club
647,10,34,science
647,10,9,contemporary
647,8,14,fiction
647,41,23,philosphy
647,45,16,historical
647,238,33,non-fiction
647,13,32,school
656,62,14,fiction
656,61,2,adult
656,63,11,drama
656,74,29,book_club
656,380,16,historical
656,470,26,war
656,1214,6,classics
656,135,23,philosphy
656,163,18,romance
662,52,18,romance
662,64,13,fantasy
662,70,14,fiction
662,48,11,drama
662,37,34,science
662,45,20,mystery
662,37,16,historical
662,43,33,non-fiction
662,75,9,contemporary
662,146,22,sci-fi
662,570,6,classics
662,1698,23,philosphy
662,80,2,adult
662,98,29,book_club
665,21,16,historical
665,25,6,classics
665,41,14,fiction
665,71,33,non-fiction
665,537,23,philosphy
665,17,9,contemporary
667,31,14,fiction
667,27,18,romance
667,23,9,contemporary
667,26,22,sci-fi
667,104,13,fantasy
667,252,32,school
667,279,6,classics
667,723,23,philosphy
667,77,2,adult
667,49,29,book_club
667,57,26,war
668,6,26,war
668,9,11,drama
668,9,14,fiction
668,5,32,school
668,9,9,contemporary
668,27,16,historical
668,54,6,classics
668,231,23,philosphy
668,9,18,romance
668,11,29,book_club
668,11,2,adult
668,12,33,non-fiction
668,16,22,sci-fi
676,2,14,fiction
676,7,33,non-fiction
676,7,2,adult
676,8,7,comedy
676,10,9,contemporary
676,5,32,school
676,5,29,book_club
676,3,6,classics
698,6,15,friendship
698,6,14,fiction
698,5,27,women
698,5,16,historical
698,8,4,chick-lit
698,22,29,book_club
698,26,2,adult
698,34,12,family
698,48,9,contemporary
698,16,18,romance
698,12,11,drama
703,18,2,adult
703,22,6,classics
703,20,13,fantasy
703,10,32,school
703,10,11,drama
703,11,33,non-fiction
703,13,29,book_club
703,13,14,fiction
703,61,26,war
703,70,22,sci-fi
703,371,16,historical
703,42,9,contemporary
706,12,16,historical
706,7,3,biography
706,7,14,fiction
706,145,7,comedy
706,401,33,non-fiction
706,35,2,adult
760,15,16,historical
760,15,14,fiction
760,18,18,romance
760,19,29,book_club
760,20,11,drama
760,143,6,classics
760,42,9,contemporary
760,22,2,adult
771,14,16,historical
771,16,33,non-fiction
771,56,23,philosphy
771,2944,34,science
816,32,14,fiction
816,40,25,thriller
816,36,9,contemporary
816,41,13,fantasy
816,47,20,mystery
816,132,34,science
816,142,16,historical
816,152,26,war
816,155,22,sci-fi
816,81,28,adventure
822,11,13,fantasy
822,12,22,sci-fi
822,14,14,fiction
822,8,23,philosphy
822,43,28,adventure
822,94,16,historical
822,28,34,science
822,19,27,women
822,21,1,action
823,14,1,action
823,11,13,fantasy
823,11,25,thriller
823,20,23,philosphy
823,64,34,science
823,68,22,sci-fi
823,219,16,historical
823,856,14,fiction
823,48,28,adventure
825,5,29,book_club
825,5,20,mystery
825,6,1,action
825,4,7,comedy
825,4,2,adult
825,4,31,detective
825,4,14,fiction
825,7,17,horror
825,28,22,sci-fi
825,21,13,fantasy
825,81,25,thriller
825,33,34,science
825,8,9,contemporary
825,9,10,crime
825,11,28,adventure
827,20,13,fantasy
827,18,8,coming-of-age
827,20,2,adult
827,22,14,fiction
827,23,28,adventure
827,14,5,childrens
827,15,29,book_club
827,15,27,women
827,184,22,sci-fi
827,82,34,science
830,50,14,fiction
830,39,2,adult
830,45,13,fantasy
830,45,20,mystery
830,46,7,comedy
830,27,9,contemporary
830,26,6,classics
830,27,29,book_club
830,177,22,sci-fi
830,125,34,science
830,68,28,adventure
830,88,25,thriller
840,10,32,school
840,10,16,historical
840,9,6,classics
840,125,33,non-fiction
840,54,34,science
840,19,23,philosphy
865,145,11,drama
865,166,26,war
865,99,14,fiction
865,100,29,book_club
865,101,18,romance
865,113,33,non-fiction
865,520,9,contemporary
865,576,6,classics
865,670,28,adventure
865,1979,23,philosphy
865,2297,13,fantasy
865,384,2,adult
865,235,32,school
865,334,16,historical
870,11,7,comedy
870,14,22,sci-fi
870,9,18,romance
870,51,13,fantasy
870,69,1,action
870,46,24,young-adult
870,98,26,war
870,107,14,fiction
870,81,28,adventure
870,18,20,mystery
870,26,21,paranormal
870,31,19,magic
880,8,11,drama
880,9,14,fiction
880,9,2,adult
880,9,20,mystery
880,13,25,thriller
880,10,6,classics
880,8,10,crime
880,7,32,school
880,178,16,historical
880,28,28,adventure
880,16,33,non-fiction
880,24,29,book_club
890,162,29,book_club
890,193,14,fiction
890,193,15,friendship
890,98,24,young-adult
890,100,30,childhood
890,644,32,school
890,1433,16,historical
890,3446,6,classics
890,481,2,adult
890,289,11,drama
890,339,26,war
900,6,7,comedy
900,5,9,contemporary
900,5,23,philosphy
900,4,14,fiction
900,5,29,book_club
900,19,18,romance
900,66,3,biography
900,94,33,non-fiction
900,10,2,adult
900,15,12,family
902,48,9,contemporary
902,48,25,thriller
902,48,28,adventure
902,59,14,fiction
902,58,26,war
902,33,13,fantasy
902,36,20,mystery
902,42,7,comedy
902,219,32,school
902,240,30,childhood
902,318,5,childrens
902,427,6,classics
902,645,24,young-adult
902,124,29,book_club
903,16,20,mystery
903,12,26,war
903,12,6,classics
903,10,9,contemporary
903,11,29,book_club
903,70,14,fiction
903,92,13,fantasy
903,126,24,young-adult
903,134,30,childhood
903,154,5,childrens
903,51,28,adventure
903,26,15,friendship
903,32,16,historical
903,37,32,school
930,116,8,coming-of-age
930,119,14,fiction
930,78,32,school
930,79,26,war
930,90,18,romance
930,489,16,historical
930,524,2,adult
930,551,9,contemporary
930,693,29,book_club
930,1197,6,classics
930,386,11,drama
930,167,27,women
930,197,33,non-fiction
930,206,3,biography
930,240,4,chick-lit
952,14,12,family
952,32,5,childrens
952,39,18,romance
952,42,33,non-fiction
952,8,2,adult
960,117,14,fiction
960,112,31,detective
960,108,29,book_club
960,122,22,sci-fi
960,137,20,mystery
960,87,18,romance
960,87,6,classics
960,161,11,drama
960,486,2,adult
960,532,9,contemporary
960,632,25,thriller
960,820,10,crime
960,822,16,historical
960,973,28,adventure
960,307,1,action
960,322,13,fantasy
968,166,14,fiction
968,180,20,mystery
968,183,31,detective
968,202,11,drama
968,115,18,romance
968,101,22,sci-fi
968,115,10,crime
968,227,6,classics
968,707,25,thriller
968,725,2,adult
968,786,9,contemporary
968,1379,16,historical
968,1244,28,adventure
968,258,1,action
968,337,29,book_club
968,379,13,fantasy
976,43,34,science
976,39,14,fiction
976,52,13,fantasy
976,46,31,detective
976,48,20,mystery
976,27,29,book_club
976,29,22,sci-fi
976,37,18,romance
976,33,16,historical
976,192,1,action
976,297,10,crime
976,317,25,thriller
976,149,2,adult
976,384,28,adventure
976,58,11,drama
976,137,9,contemporary
998,7,34,science
998,7,23,philosphy
998,221,33,non-fiction
1005,70,6,classics
1005,153,33,non-fiction
1032,3,11,drama
1032,4,23,philosphy
1032,36,33,non-fiction
1032,89,3,biography
1032,7,16,historical
1052,8,16,historical
1052,10,6,classics
1052,50,23,philosphy
1052,88,33,non-fiction
1052,101,14,fiction
1052,12,29,book_club
1067,25,6,classics
1067,28,32,school
1067,16,29,book_club
1067,103,16,historical
1067,104,3,biography
1067,209,26,war
1067,806,33,non-fiction
1067,44,14,fiction
1067,34,2,adult
1078,39,14,fiction
1078,36,11,drama
1078,35,27,women
1078,31,26,war
1078,97,2,adult
1078,151,32,school
1078,421,29,book_club
1078,58,12,family
1097,20,14,fiction
1097,18,9,contemporary
1097,64,29,book_club
1097,73,2,adult
1097,102,32,school
1097,135,34,science
1097,169,16,historical
1097,1548,33,non-fiction
1103,42,12,family
1103,35,32,school
1103,46,18,romance
1103,33,14,fiction
1103,27,26,war
1103,127,29,book_club
1103,128,4,chick-lit
1103,148,27,women
1103,181,15,friendship
1103,223,2,adult
1103,600,16,historical
1103,68,11,drama
1103,69,9,contemporary
1103,69,8,coming-of-age
1110,15,20,mystery
1110,14,1,action
1110,14,28,adventure
1110,18,9,contemporary
1110,16,25,thriller
1110,11,10,crime
1110,20,17,horror
1110,51,14,fiction
1110,23,11,drama
1110,26,2,adult
1171,8,7,comedy
1171,8,29,book_club
1171,42,14,fiction
1171,80,33,non-fiction
1171,85,3,biography
1171,113,16,historical
1191,1,12,family
1191,1,2,adult
1191,1,14,fiction
1191,9,33,non-fiction
1192,25,33,non-fiction
1202,50,29,book_club
1202,65,32,school
1202,45,7,comedy
1202,42,9,contemporary
1202,41,14,fiction
1202,623,33,non-fiction
1202,878,34,science
1202,117,2,adult
1202,91,16,historical
1202,106,23,philosphy
1232,113,14,fiction
1232,104,28,adventure
1232,106,10,crime
1232,122,20,mystery
1232,122,16,historical
1232,102,8,coming-of-age
1232,143,11,drama
1232,94,29,book_club
1232,144,6,classics
1232,315,2,adult
1232,355,18,romance
1232,796,13,fantasy
1232,311,25,thriller
1232,155,9,contemporary
1241,20,2,adult
1241,25,14,fiction
1241,16,29,book_club
1241,123,9,contemporary
1241,282,3,biography
1241,717,33,non-fiction
1241,37,11,drama
1274,19,2,adult
1274,13,6,classics
1274,17,29,book_club
1274,18,27,women
1274,11,9,contemporary
1274,56,23,philosphy
1274,56,18,romance
1274,261,33,non-fiction
1274,20,12,family
1274,21,14,fiction
1274,23,4,chick-lit
1295,29,22,sci-fi
1295,30,30,childhood
1295,35,27,women
1295,25,9,contemporary
1295,22,4,chick-lit
1295,92,13,fantasy
1295,100,14,fiction
1295,110,2,adult
1295,125,16,historical
1295,224,6,classics
1295,229,18,romance
1295,189,28,adventure
1295,46,26,war
1295,53,29,book_club
1301,9,16,historical
1301,9,9,contemporary
1301,35,34,science
1301,115,3,biography
1301,201,33,non-fiction
1301,16,2,adult
1301,20,29,book_club
1301,23,14,fiction
1303,13,34,science
1303,14,3,biography
1303,14,6,classics
1303,17,26,war
1303,10,18,romance
1303,148,33,non-fiction
1303,157,16,historical
1303,252,23,philosphy
1305,7,1,action
1305,7,33,non-fiction
1305,6,6,classics
1305,8,2,adult
1305,6,23,philosphy
1305,35,14,fiction
1305,39,13,fantasy
1305,132,26,war
1305,149,16,historical
1305,15,28,adventure
1307,4,14,fiction
1307,4,2,adult
1307,3,30,childhood
1307,3,22,sci-fi
1307,28,13,fantasy
1307,10,28,adventure
1307,11,19,magic
1319,12,14,fiction
1319,62,23,philosphy
1319,209,33,non-fiction
1362,10,2,adult
1362,45,23,philosphy
1362,64,14,fiction
1362,71,16,historical
1362,93,6,classics
1362,160,33,non-fiction
1362,40,32,school
1362,25,26,war
1371,78,23,philosphy
1371,45,11,drama
1371,54,2,adult
1371,56,33,non-fiction
1371,48,14,fiction
1371,274,16,historical
1371,304,26,war
1371,461,32,school
1371,1327,6,classics
1371,213,28,adventure
1371,546,13,fantasy
1375,7,11,drama
1375,7,14,fiction
1375,10,2,adult
1375,6,18,romance
1375,6,21,paranormal
1375,31,16,historical
1375,39,32,school
1375,40,28,adventure
1375,91,13,fantasy
1375,192,6,classics
1375,13,33,non-fiction
1375,14,23,philosphy
1375,17,26,war
1381,92,14,fiction
1381,98,23,philosphy
1381,118,2,adult
1381,80,33,non-fiction
1381,73,11,drama
1381,79,26,war
1381,440,16,historical
1381,680,28,adventure
1381,1257,32,school
1381,1271,13,fantasy
1381,2309,6,classics
1420,98,14,fiction
1420,92,2,adult
1420,71,13,fantasy
1420,85,18,romance
1420,601,32,school
1420,2232,6,classics
1420,2510,11,drama
1420,328,16,historical
1426,5,2,adult
1426,5,6,classics
1426,4,9,contemporary
1426,19,14,fiction
1426,18,13,fantasy
1426,128,23,philosphy
1426,12,33,non-fiction
1427,9,20,mystery
1427,10,14,fiction
1427,8,28,adventure
1427,8,29,book_club
1427,12,18,romance
1427,12,13,fantasy
1427,121,23,philosphy
1427,71,9,contemporary
1427,28,2,adult
1427,14,6,classics
1427,19,11,drama
1428,15,14,fiction
1428,13,13,fantasy
1428,8,28,adventure
1428,15,6,classics
1428,39,18,romance
1428,89,9,contemporary
1428,130,23,philosphy
1428,30,2,adult
1428,17,29,book_club
1428,29,11,drama
1430,14,14,fiction
1430,11,9,contemporary
1430,72,2,adult
1430,123,23,philosphy
1430,248,18,romance
1430,27,6,classics
1430,46,11,drama
1430,36,29,book_club
1431,22,26,war
1431,21,14,fiction
1431,17,6,classics
1431,20,20,mystery
1431,63,2,adult
1431,130,18,romance
1431,118,11,drama
1431,47,29,book_club
1519,16,16,historical
1519,16,2,adult
1519,9,32,school
1519,111,6,classics
1519,135,14,fiction
1519,435,11,drama
1519,19,13,fantasy
1519,22,23,philosphy
1524,4,2,adult
1524,5,32,school
1524,32,14,fiction
1524,47,6,classics
1524,124,11,drama
1524,11,16,historical
1524,10,13,fantasy
1524,8,23,philosphy
1540,15,33,non-fiction
1540,170,6,classics
1540,188,32,school
1540,355,14,fiction
1540,494,11,drama
1540,25,16,historical
1540,25,2,adult
1540,25,13,fantasy
1540,51,23,philosphy
1554,27,2,adult
1554,20,6,classics
1554,17,14,fiction
1554,83,16,historical
1554,199,32,school
1554,823,11,drama
1554,65,13,fantasy
1554,58,23,philosphy
1591,10,7,comedy
1591,10,2,adult
1591,11,16,historical
1591,6,29,book_club
1591,66,32,school
1591,68,14,fiction
1591,128,6,classics
1591,283,11,drama
1591,30,26,war
1591,15,23,philosphy
1591,16,27,women
1617,107,24,young-adult
1617,128,14,fiction
1617,131,26,war
1617,69,9,contemporary
1617,75,17,horror
1617,68,23,philosphy
1617,605,6,classics
1617,662,16,historical
1617,1229,32,school
1617,2742,33,non-fiction
1617,313,2,adult
1617,253,3,biography
1617,298,29,book_club
1618,42,14,fiction
1618,30,18,romance
1618,32,2,adult
1618,30,8,coming-of-age
1618,31,10,crime
1618,32,29,book_club
1618,166,24,young-adult
1618,74,6,classics
1618,380,26,war
1618,188,20,mystery
1618,57,9,contemporary
1618,58,32,school
1622,71,7,comedy
1622,68,2,adult
1622,76,16,historical
1622,46,14,fiction
1622,55,18,romance
1622,870,32,school
1622,1377,13,fantasy
1622,1569,6,classics
1622,1584,11,drama
1622,145,19,magic
1624,8,6,classics
1624,10,16,historical
1624,12,2,adult
1624,12,14,fiction
1624,33,29,book_club
1624,257,33,non-fiction
1624,315,3,biography
1624,133,28,adventure
1624,30,27,women
1625,33,7,comedy
1625,25,13,fantasy
1625,19,18,romance
1625,42,2,adult
1625,22,14,fiction
1625,356,32,school
1625,614,6,classics
1625,999,11,drama
1625,52,16,historical
1627,14,18,romance
1627,13,14,fiction
1627,13,6,classics
1627,76,9,contemporary
1627,68,2,adult
1627,36,11,drama
1627,24,16,historical
1633,19,2,adult
1633,101,33,non-fiction
1635,23,33,non-fiction
1715,23,16,historical
1715,23,2,adult
1715,19,33,non-fiction
1715,18,14,fiction
1715,71,23,philosphy
1715,100,32,school
1715,133,13,fantasy
1715,255,6,classics
1823,5,23,philosphy
1823,5,2,adult
1823,6,10,crime
1823,6,9,contemporary
1823,7,7,comedy
1823,4,14,fiction
1823,24,16,historical
1823,218,33,non-fiction
1823,9,29,book_club
1823,13,3,biography
1824,5,9,contemporary
1824,4,2,adult
1824,4,21,paranormal
1824,7,14,fiction
1824,41,7,comedy
1824,18,34,science
1824,48,26,war
1824,146,16,historical
